"Time","Dish washer (12 place setting, 2,3kW)","Electric Cooker (hot plate+oven) ()","Fridge (Kitchen, 310l)","Microwave oven ()","Non halogen lamp 1 ()","Non halogen lamp 2 ()","Site consumption ()","Total site light consumption ()","TV (67cm)","TV (51cm)","Washing machine (5kg, 2,15kW)"
"1998-02-15 00:50:00.0","0","0","8","0","0","0","16","0","0","0","0"
"1998-02-15 01:00:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-02-15 01:10:00.0","0","0","10","0","0","0","18","0","0","0","0"
"1998-02-15 01:20:00.0","0","0","4","0","0","0","14","0","0","0","0"
"1998-02-15 01:30:00.0","0","0","6","0","0","0","14","0","0","0","0"
"1998-02-15 01:40:00.0","0","0","9","0","0","0","19","0","0","0","0"
"1998-02-15 01:50:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-02-15 02:00:00.0","0","0","7","0","0","0","16","0","0","0","0"
"1998-02-15 02:10:00.0","0","0","3","0","0","0","11","0","0","0","0"
"1998-02-15 02:20:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-02-15 02:30:00.0","0","0","10","0","0","0","18","0","0","0","0"
"1998-02-15 02:40:00.0","0","0","8","0","0","0","18","0","0","0","0"
"1998-02-15 02:50:00.0","0","0","2","0","0","0","10","0","0","0","0"
"1998-02-15 03:00:00.0","0","0","10","0","0","0","18","0","0","0","0"
"1998-02-15 03:10:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-02-15 03:20:00.0","0","0","9","0","0","0","17","0","0","0","0"
"1998-02-15 03:30:00.0","0","0","1","0","0","0","11","0","0","0","0"
"1998-02-15 03:40:00.0","0","0","9","0","0","0","17","0","0","0","0"
"1998-02-15 03:50:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-02-15 04:00:00.0","0","0","8","0","0","0","17","0","0","0","0"
"1998-02-15 04:10:00.0","0","0","1","0","0","0","10","0","0","0","0"
"1998-02-15 04:20:00.0","0","0","10","0","0","0","18","0","0","0","0"
"1998-02-15 04:30:00.0","0","0","9","0","0","0","19","0","0","0","0"
"1998-02-15 04:40:00.0","0","0","8","0","0","0","17","0","0","0","0"
"1998-02-15 04:50:00.0","0","0","2","0","0","0","10","0","0","0","0"
"1998-02-15 05:00:00.0","0","0","9","0","0","0","18","0","0","0","0"
"1998-02-15 05:10:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-02-15 05:20:00.0","0","0","6","0","0","0","15","0","0","0","0"
"1998-02-15 05:30:00.0","0","0","3","0","0","0","12","0","0","0","0"
"1998-02-15 05:40:00.0","0","0","10","0","0","0","18","0","0","0","0"
"1998-02-15 05:50:00.0","0","0","9","0","0","0","19","0","0","0","0"
"1998-02-15 06:00:00.0","0","0","5","0","0","0","14","0","0","0","0"
"1998-02-15 06:10:00.0","0","0","5","0","0","0","13","0","0","0","0"
"1998-02-15 06:20:00.0","0","0","9","0","0","0","18","0","0","0","0"
"1998-02-15 06:30:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-02-15 06:40:00.0","0","0","2","0","0","0","12","0","0","0","0"
"1998-02-15 06:50:00.0","0","0","7","0","0","0","15","0","0","0","0"
"1998-02-15 07:00:00.0","0","0","10","0","0","0","18","0","0","0","0"
"1998-02-15 07:10:00.0","0","0","9","0","0","0","29","10","0","0","0"
"1998-02-15 07:20:00.0","0","0","6","0","0","0","33","19","0","0","0"
"1998-02-15 07:30:00.0","0","0","6","0","0","0","38","23","0","0","0"
"1998-02-15 07:40:00.0","0","0","10","0","0","0","43","20","3","0","0"
"1998-02-15 07:50:00.0","0","0","10","0","0","0","33","0","13","0","0"
"1998-02-15 08:00:00.0","0","0","8","0","0","0","31","2","13","0","0"
"1998-02-15 08:10:00.0","0","0","4","0","0","0","27","1","12","0","0"
"1998-02-15 08:20:00.0","0","0","9","0","0","0","32","3","13","0","0"
"1998-02-15 08:30:00.0","0","0","10","0","0","0","200","0","12","0","167"
"1998-02-15 08:40:00.0","0","0","10","0","0","0","379","5","3","0","343"
"1998-02-15 08:50:00.0","0","0","3","0","0","0","49","7","0","0","29"
"1998-02-15 09:00:00.0","20","0","7","0","0","0","78","6","0","0","13"
"1998-02-15 09:10:00.0","173","0","11","0","0","0","259","7","0","0","35"
"1998-02-15 09:20:00.0","367","0","9","0","0","0","438","7","0","0","34"
"1998-02-15 09:30:00.0","367","0","11","0","0","0","441","3","9","0","34"
"1998-02-15 09:40:00.0","367","0","4","0","0","0","458","4","12","0","49"
"1998-02-15 09:50:00.0","79","0","9","0","0","0","121","0","13","0","7"
"1998-02-15 10:00:00.0","148","0","11","0","0","0","252","3","4","0","75"
"1998-02-15 10:10:00.0","371","0","11","0","0","0","529","0","11","0","115"
"1998-02-15 10:20:00.0","363","0","4","0","0","0","734","0","0","0","335"
"1998-02-15 10:30:00.0","268","0","7","0","0","0","532","0","0","0","228"
"1998-02-15 10:40:00.0","7","0","10","0","0","0","43","0","0","0","18"
"1998-02-15 10:50:00.0","0","0","11","0","0","0","37","0","0","0","18"
"1998-02-15 11:00:00.0","0","127","6","0","0","0","188","0","6","0","37"
"1998-02-15 11:10:00.0","0","311","11","0","0","0","378","0","12","0","30"
"1998-02-15 11:20:00.0","0","309","8","0","0","0","414","3","12","0","68"
"1998-02-15 11:30:00.0","0","133","15","0","0","0","240","13","11","0","56"
"1998-02-15 11:40:00.0","0","167","12","0","0","0","204","0","12","0","0"
"1998-02-15 11:50:00.0","0","139","9","0","0","0","171","0","13","0","0"
"1998-02-15 12:00:00.0","0","126","6","0","0","0","158","0","13","0","0"
"1998-02-15 12:10:00.0","0","0","13","0","0","0","35","0","13","0","0"
"1998-02-15 12:20:00.0","0","0","13","0","0","0","35","0","14","0","0"
"1998-02-15 12:30:00.0","0","0","12","0","0","0","34","0","13","0","0"
"1998-02-15 12:40:00.0","0","0","6","0","0","0","28","0","14","0","0"
"1998-02-15 12:50:00.0","0","0","11","0","0","0","33","1","13","0","0"
"1998-02-15 13:00:00.0","1","0","16","0","0","0","40","1","12","0","0"
"1998-02-15 13:10:00.0","33","0","14","0","0","0","73","6","13","0","0"
"1998-02-15 13:20:00.0","366","0","8","0","0","0","406","0","13","0","0"
"1998-02-15 13:30:00.0","373","0","5","0","0","0","412","0","13","0","0"
"1998-02-15 13:40:00.0","371","0","12","0","0","0","416","0","13","0","0"
"1998-02-15 13:50:00.0","180","0","12","0","0","0","220","1","11","0","0"
"1998-02-15 14:00:00.0","54","0","11","0","0","0","72","1","0","0","0"
"1998-02-15 14:10:00.0","379","0","4","0","0","0","404","0","0","0","0"
"1998-02-15 14:20:00.0","374","0","10","0","0","0","404","0","0","0","0"
"1998-02-15 14:30:00.0","294","0","11","0","0","0","324","0","0","0","0"
"1998-02-15 14:40:00.0","9","0","11","0","0","0","28","0","0","0","0"
"1998-02-15 14:50:00.0","0","0","4","0","0","0","13","0","0","0","0"
"1998-02-15 15:00:00.0","0","0","9","0","0","0","17","0","0","0","0"
"1998-02-15 15:10:00.0","0","0","11","0","0","0","20","0","0","0","0"
"1998-02-15 15:20:00.0","0","0","12","0","0","0","20","0","0","0","0"
"1998-02-15 15:30:00.0","0","0","3","0","0","0","12","0","0","0","0"
"1998-02-15 15:40:00.0","0","0","10","0","0","0","18","0","0","0","0"
"1998-02-15 15:50:00.0","0","0","11","0","0","0","20","0","0","0","0"
"1998-02-15 16:00:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-02-15 16:10:00.0","0","0","2","0","0","0","11","0","0","0","0"
"1998-02-15 16:20:00.0","0","0","11","0","0","0","19","0","0","0","0"
"1998-02-15 16:30:00.0","0","0","11","0","0","0","20","0","0","0","0"
"1998-02-15 16:40:00.0","0","0","8","0","0","0","17","0","0","0","0"
"1998-02-15 16:50:00.0","0","0","4","0","0","0","12","0","0","0","0"
"1998-02-15 17:00:00.0","0","0","11","0","0","0","20","0","0","0","0"
"1998-02-15 17:10:00.0","0","0","11","0","0","0","20","0","0","0","0"
"1998-02-15 17:20:00.0","0","0","6","0","0","0","15","0","0","0","0"
"1998-02-15 17:30:00.0","0","0","5","0","0","0","14","0","0","0","0"
"1998-02-15 17:40:00.0","0","0","11","0","0","0","20","0","0","0","0"
"1998-02-15 17:50:00.0","0","0","11","0","0","0","43","19","3","0","0"
"1998-02-15 18:00:00.0","0","0","8","0","0","0","205","28","11","0","148"
"1998-02-15 18:10:00.0","0","0","6","0","0","0","511","27","11","0","343"
"1998-02-15 18:20:00.0","0","0","11","0","0","0","117","34","12","0","45"
"1998-02-15 18:30:00.0","0","0","11","0","0","0","95","48","11","0","14"
"1998-02-15 18:40:00.0","0","0","8","0","0","0","112","49","11","0","35"
"1998-02-15 18:50:00.0","0","263","5","0","0","0","372","44","11","0","34"
"1998-02-15 19:00:00.0","0","227","10","0","0","0","323","34","13","0","28"
"1998-02-15 19:10:00.0","0","0","14","0","0","0","134","33","11","0","70"
"1998-02-15 19:20:00.0","0","0","11","0","0","0","106","37","12","0","37"
"1998-02-15 19:30:00.0","0","0","4","0","0","0","136","47","12","0","63"
"1998-02-15 19:40:00.0","0","0","11","0","0","0","417","37","11","0","341"
"1998-02-15 19:50:00.0","0","0","12","0","0","0","221","60","13","0","123"
"1998-02-15 20:00:00.0","0","0","9","0","0","0","93","45","12","0","19"
"1998-02-15 20:10:00.0","0","0","3","0","0","0","103","44","12","0","36"
"1998-02-15 20:20:00.0","0","0","12","0","0","0","112","44","13","0","35"
"1998-02-15 20:30:00.0","0","0","12","0","0","0","92","43","13","0","14"
"1998-02-15 20:40:00.0","0","0","7","0","0","7","141","31","13","0","75"
"1998-02-15 20:50:00.0","0","0","5","0","0","6","111","4","13","0","76"
"1998-02-15 21:00:00.0","0","0","12","0","0","7","40","0","12","0","0"
"1998-02-15 21:10:00.0","0","0","11","0","4","0","48","9","13","0","0"
"1998-02-15 21:20:00.0","0","0","3","0","4","0","29","0","13","0","0"
"1998-02-15 21:30:00.0","0","0","9","0","0","0","36","7","13","0","0"
"1998-02-15 21:40:00.0","0","0","12","0","0","0","33","0","13","0","0"
"1998-02-15 21:50:00.0","0","0","9","0","0","0","32","0","13","0","0"
"1998-02-15 22:00:00.0","0","0","2","0","0","0","25","0","14","0","0"
"1998-02-15 22:10:00.0","0","0","11","0","0","0","32","0","13","0","0"
"1998-02-15 22:20:00.0","0","0","11","0","0","0","32","0","13","0","0"
"1998-02-15 22:30:00.0","0","0","6","0","0","0","27","0","11","0","0"
"1998-02-15 22:40:00.0","0","0","5","0","0","0","13","0","0","0","0"
"1998-02-15 22:50:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-02-15 23:00:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-02-15 23:10:00.0","0","0","2","0","0","0","11","0","0","0","0"
"1998-02-15 23:20:00.0","0","0","9","0","0","0","17","0","0","0","0"
"1998-02-15 23:30:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-02-15 23:40:00.0","0","0","6","0","0","0","15","0","0","0","0"
"1998-02-15 23:50:00.0","0","0","4","0","0","0","13","0","0","0","0"
"1998-02-16 00:00:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-02-16 00:10:00.0","0","0","9","0","0","0","18","0","0","0","0"
"1998-02-16 00:20:00.0","0","0","1","0","0","0","10","0","0","0","0"
"1998-02-16 00:30:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-02-16 00:40:00.0","0","0","9","0","0","0","18","0","0","0","0"
"1998-02-16 00:50:00.0","0","0","1","0","0","0","10","0","0","0","0"
"1998-02-16 01:00:00.0","0","0","9","0","0","0","18","0","0","0","0"
"1998-02-16 01:10:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-02-16 01:20:00.0","0","0","2","0","0","0","11","0","0","0","0"
"1998-02-16 01:30:00.0","0","0","8","0","0","0","17","0","0","0","0"
"1998-02-16 01:40:00.0","0","0","10","0","0","0","18","0","0","0","0"
"1998-02-16 01:50:00.0","0","0","3","0","0","0","13","0","0","0","0"
"1998-02-16 02:00:00.0","0","0","7","0","0","0","15","0","0","0","0"
"1998-02-16 02:10:00.0","0","0","9","0","0","0","18","0","0","0","0"
"1998-02-16 02:20:00.0","0","0","4","0","0","0","14","0","0","0","0"
"1998-02-16 02:30:00.0","0","0","5","0","0","0","14","0","0","0","0"
"1998-02-16 02:40:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-02-16 02:50:00.0","0","0","4","0","0","0","13","0","0","0","0"
"1998-02-16 03:00:00.0","0","0","6","0","0","0","15","0","0","0","0"
"1998-02-16 03:10:00.0","0","0","9","0","0","0","18","0","0","0","0"
"1998-02-16 03:20:00.0","0","0","4","0","0","0","13","0","0","0","0"
"1998-02-16 03:30:00.0","0","0","6","0","0","0","14","0","0","0","0"
"1998-02-16 03:40:00.0","0","0","9","0","0","0","19","0","0","0","0"
"1998-02-16 03:50:00.0","0","0","2","0","0","0","11","0","0","0","0"
"1998-02-16 04:00:00.0","0","0","8","0","0","0","16","0","0","0","0"
"1998-02-16 04:10:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-02-16 04:20:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-02-16 04:30:00.0","0","0","9","0","0","0","18","0","0","0","0"
"1998-02-16 04:40:00.0","0","0","9","0","0","0","18","0","0","0","0"
"1998-02-16 04:50:00.0","0","0","1","0","0","0","10","0","0","0","0"
"1998-02-16 05:00:00.0","0","0","9","0","0","0","18","0","0","0","0"
"1998-02-16 05:10:00.0","0","0","7","0","0","0","15","0","0","0","0"
"1998-02-16 05:20:00.0","0","0","3","0","0","0","12","0","0","0","0"
"1998-02-16 05:30:00.0","0","0","9","0","0","0","18","0","0","0","0"
"1998-02-16 05:40:00.0","0","0","2","0","0","0","12","0","0","0","0"
"1998-02-16 05:50:00.0","0","0","8","0","0","0","15","0","0","0","0"
"1998-02-16 06:00:00.0","0","0","9","0","0","0","18","0","0","0","0"
"1998-02-16 06:10:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-02-16 06:20:00.0","0","0","9","0","0","0","18","0","0","0","0"
"1998-02-16 06:30:00.0","0","0","7","0","0","0","16","0","0","0","0"
"1998-02-16 06:40:00.0","0","0","2","0","0","0","11","0","0","0","0"
"1998-02-16 06:50:00.0","0","0","9","0","0","0","35","16","0","0","0"
"1998-02-16 07:00:00.0","0","0","3","0","0","0","44","27","5","0","0"
"1998-02-16 07:10:00.0","0","0","7","0","0","0","73","45","11","0","0"
"1998-02-16 07:20:00.0","0","0","9","0","0","0","83","51","13","0","0"
"1998-02-16 07:30:00.0","0","0","0","0","0","0","56","34","12","0","0"
"1998-02-16 07:40:00.0","0","0","10","0","0","0","66","34","13","0","0"
"1998-02-16 07:50:00.0","0","0","10","0","0","0","67","36","12","0","0"
"1998-02-16 08:00:00.0","0","0","0","0","0","0","61","37","13","0","0"
"1998-02-16 08:10:00.0","0","0","11","0","0","0","33","12","2","0","0"
"1998-02-16 08:20:00.0","0","0","8","0","0","0","20","1","3","0","0"
"1998-02-16 08:30:00.0","0","0","2","0","0","0","24","0","12","0","0"
"1998-02-16 08:40:00.0","0","0","11","0","0","0","33","1","12","0","0"
"1998-02-16 08:50:00.0","0","0","7","0","0","0","29","0","13","0","0"
"1998-02-16 09:00:00.0","0","0","3","0","0","0","25","0","13","0","0"
"1998-02-16 09:10:00.0","0","0","10","0","0","0","29","7","3","0","0"
"1998-02-16 09:20:00.0","0","0","6","0","0","0","27","11","0","0","0"
"1998-02-16 09:30:00.0","0","0","5","0","0","0","13","0","0","0","0"
"1998-02-16 09:40:00.0","0","0","10","0","0","0","96","0","8","0","0"
"1998-02-16 09:50:00.0","0","0","5","0","0","0","146","0","12","0","0"
"1998-02-16 10:00:00.0","0","0","6","0","0","0","27","0","12","0","0"
"1998-02-16 10:10:00.0","0","0","10","0","0","0","177","6","12","0","0"
"1998-02-16 10:20:00.0","0","0","4","0","0","0","49","0","12","0","0"
"1998-02-16 10:30:00.0","0","0","7","0","0","0","27","0","11","0","0"
"1998-02-16 10:40:00.0","0","0","10","0","0","0","88","0","8","0","0"
"1998-02-16 10:50:00.0","0","0","5","0","0","0","15","0","0","0","0"
"1998-02-16 11:00:00.0","1","212","13","0","0","0","237","0","0","0","0"
"1998-02-16 11:10:00.0","33","322","11","0","0","0","384","2","0","0","0"
"1998-02-16 11:20:00.0","364","169","4","0","0","0","581","0","0","0","0"
"1998-02-16 11:30:00.0","381","0","8","0","0","0","408","0","0","0","0"
"1998-02-16 11:40:00.0","378","0","11","0","0","0","412","0","1","0","0"
"1998-02-16 11:50:00.0","238","0","6","0","0","0","274","0","13","0","0"
"1998-02-16 12:00:00.0","29","0","6","0","0","0","57","0","13","0","0"
"1998-02-16 12:10:00.0","362","0","12","0","0","0","415","10","13","0","0"
"1998-02-16 12:20:00.0","394","0","7","0","0","0","443","6","13","0","0"
"1998-02-16 12:30:00.0","337","0","5","0","0","0","377","0","12","0","0"
"1998-02-16 12:40:00.0","13","0","13","0","0","0","46","0","12","0","0"
"1998-02-16 12:50:00.0","0","0","9","0","0","0","30","0","11","0","0"
"1998-02-16 13:00:00.0","0","0","5","0","0","0","29","4","12","0","0"
"1998-02-16 13:10:00.0","0","0","12","0","0","0","33","0","12","0","0"
"1998-02-16 13:20:00.0","0","0","9","0","0","0","29","0","11","0","0"
"1998-02-16 13:30:00.0","0","0","10","0","0","0","31","0","12","0","0"
"1998-02-16 13:40:00.0","0","0","9","0","0","0","44","0","13","0","0"
"1998-02-16 13:50:00.0","0","0","13","0","0","0","135","0","12","0","0"
"1998-02-16 14:00:00.0","0","0","6","0","0","0","27","0","11","0","0"
"1998-02-16 14:10:00.0","0","0","6","0","0","0","28","1","13","0","0"
"1998-02-16 14:20:00.0","0","0","12","0","0","0","32","0","11","0","0"
"1998-02-16 14:30:00.0","0","0","6","0","0","0","27","0","11","0","0"
"1998-02-16 14:40:00.0","0","0","6","0","0","0","25","0","11","0","0"
"1998-02-16 14:50:00.0","0","0","11","0","0","0","32","0","12","0","0"
"1998-02-16 15:00:00.0","0","0","5","0","0","0","26","0","12","0","0"
"1998-02-16 15:10:00.0","0","0","7","0","0","0","29","0","12","0","0"
"1998-02-16 15:20:00.0","0","0","11","0","0","0","33","0","11","0","0"
"1998-02-16 15:30:00.0","0","0","3","0","0","0","30","5","12","0","0"
"1998-02-16 15:40:00.0","0","0","9","0","0","0","38","6","12","0","0"
"1998-02-16 15:50:00.0","0","0","11","0","0","0","34","1","12","0","0"
"1998-02-16 16:00:00.0","0","0","1","0","0","0","24","1","12","0","0"
"1998-02-16 16:10:00.0","0","0","11","0","0","0","35","2","11","0","0"
"1998-02-16 16:20:00.0","0","0","11","0","0","0","35","2","12","0","0"
"1998-02-16 16:30:00.0","0","0","0","0","0","0","22","0","11","0","0"
"1998-02-16 16:40:00.0","0","0","11","0","0","0","34","1","11","0","0"
"1998-02-16 16:50:00.0","0","0","11","0","0","0","25","6","0","0","0"
"1998-02-16 17:00:00.0","0","0","1","0","0","0","24","5","7","0","0"
"1998-02-16 17:10:00.0","0","0","11","0","0","0","27","0","7","0","0"
"1998-02-16 17:20:00.0","0","0","7","0","0","0","27","0","0","9","0"
"1998-02-16 17:30:00.0","0","0","4","0","0","0","22","0","0","9","0"
"1998-02-16 17:40:00.0","0","0","10","0","0","0","29","0","0","9","0"
"1998-02-16 17:50:00.0","0","0","3","0","0","2","39","0","10","9","0"
"1998-02-16 18:00:00.0","0","0","9","0","0","2","23","0","1","3","0"
"1998-02-16 18:10:00.0","0","0","11","0","0","0","20","0","0","0","0"
"1998-02-16 18:20:00.0","0","0","1","0","0","0","9","0","0","0","0"
"1998-02-16 18:30:00.0","0","0","11","0","0","0","20","0","0","0","0"
"1998-02-16 18:40:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-02-16 18:50:00.0","0","0","1","0","0","0","11","0","0","0","0"
"1998-02-16 19:00:00.0","0","0","12","0","0","0","20","0","0","0","0"
"1998-02-16 19:10:00.0","0","0","6","0","0","0","16","1","0","0","0"
"1998-02-16 19:20:00.0","0","0","11","0","0","0","65","37","8","0","0"
"1998-02-16 19:30:00.0","0","0","12","0","0","0","66","33","11","0","0"
"1998-02-16 19:40:00.0","0","0","4","0","0","0","57","32","12","0","0"
"1998-02-16 19:50:00.0","0","0","8","0","0","0","82","52","13","0","0"
"1998-02-16 20:00:00.0","0","0","13","0","0","0","102","67","12","0","0"
"1998-02-16 20:10:00.0","0","0","8","0","0","0","93","54","12","7","0"
"1998-02-16 20:20:00.0","0","0","5","0","0","0","77","41","13","8","0"
"1998-02-16 20:30:00.0","0","0","12","0","0","0","75","32","12","8","0"
"1998-02-16 20:40:00.0","0","0","6","0","0","0","70","32","13","9","0"
"1998-02-16 20:50:00.0","0","0","6","0","0","0","52","16","12","7","0"
"1998-02-16 21:00:00.0","0","0","12","0","0","0","41","0","12","8","0"
"1998-02-16 21:10:00.0","0","0","6","0","0","0","36","0","12","8","0"
"1998-02-16 21:20:00.0","0","0","6","0","0","0","35","0","11","8","0"
"1998-02-16 21:30:00.0","0","0","12","0","0","0","42","1","12","8","0"
"1998-02-16 21:40:00.0","0","0","6","0","0","0","34","0","11","8","0"
"1998-02-16 21:50:00.0","0","0","7","0","0","0","35","0","11","8","0"
"1998-02-16 22:00:00.0","0","0","11","0","0","0","40","0","11","8","0"
"1998-02-16 22:10:00.0","0","0","3","0","0","0","32","0","12","8","0"
"1998-02-16 22:20:00.0","0","0","9","0","0","0","38","0","12","7","0"
"1998-02-16 22:30:00.0","0","0","13","0","2","0","42","1","12","3","0"
"1998-02-16 22:40:00.0","0","0","0","0","0","0","12","1","2","0","0"
"1998-02-16 22:50:00.0","0","0","12","0","0","0","21","0","0","0","0"
"1998-02-16 23:00:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-02-16 23:10:00.0","0","0","2","0","0","0","10","0","0","0","0"
"1998-02-16 23:20:00.0","0","0","12","0","0","0","21","0","0","0","0"
"1998-02-16 23:30:00.0","0","0","7","0","0","0","16","0","0","0","0"
"1998-02-16 23:40:00.0","0","0","5","0","0","0","13","0","0","0","0"
"1998-02-16 23:50:00.0","0","0","11","0","0","0","20","0","0","0","0"
